player_name,market_value_eur_millions
Ronwen Williams,1.5
Ricardo Goss,0.65
Sage Stephens,0.4
Siyabonga Ngezana,2.2
Mothobi Mvala,0.5
Grant Kekana,0.8
Khuliso Mudau,1.2
Fawaaz Basadien,1.0
Aubrey Modiba,1.0
Teboho Mokoena,4.0
Sphephelo Sithole,1.8
Jayden Adams,1.2
Bathusi Aubaas,0.6
Oswin Appollis,1.5
Elias Mokwana,1.2
Themba Zwane,0.3
Percy Tau,2.5
Lyle Foster,9.0
Iqraam Rayners,1.0
Evidence Makgopa,0.6
