player_name,market_value_eur_millions
Jalal Hassan,0.1
Fahad طالب,0.25
Hussein Hassan,0.2
Rebin Sulaka,0.35
Frans Dhia Putros,0.5
Zaid Tahseen,0.45
Manaf Younis,0.25
Ali Adnan,0.3
Mohanad Jeahze,1.8
Osama Rashid,0.4
Amir Al-Ammari,0.8
Zidane Iqbal,2.5
Montader Madjed,1.0
Ali Jasim,2.8
Youssef Amyn,0.8
Mohanad Ali,0.8
Aymen Hussein,1.0
