player_name,market_value_eur_millions
Liam Kelly,0.8
Scott Bain,0.1
Craig Gordon,0.05
Scott McKenna,4.0
John Souttar,3.5
Jack Hendry,2.5
Grant Hanley,0.5
Andrew Robertson,12.0
Kieran Tierney,8.0
Josh Doig,5.0
Aaron Hickey,16.0
Ross McCrorie,2.0
Anthony Ralston,1.5
Billy Gilmour,20.0
Scott McTominay,45.0
Lewis Ferguson,20.0
John McGinn,15.0
Ryan Christie,9.0
Lennon Miller,8.0
Kenny McLean,0.5
Ben Gannon-Doak,18.0
Che Adams,8.5
George Hirst,8.0
Lawrence Shankland,2.5
Lyndon Dykes,1.0
