player_name,market_value_eur_millions
Meshaal Barsham,0.8
Salah Zakaria,0.45
Saad Al Sheeb,0.1
Lucas Mendes,1.0
Tarek Salman,0.6
Pedro Miguel,0.5
Bassam Al-Rawi,0.7
Homam Ahmed,0.8
Abdelkarim Hassan,0.6
Assim Madibo,0.7
Ahmed Fathy,0.45
Mostafa Meshaal,0.35
Abdulaziz Hatem,0.25
Akram Afif,7.5
Ahmed Al-Rawi,0.3
Almoez Ali,2.5
Mohammed Muntari,0.35
