player_name,market_value_eur_millions
Orlando Mosquera,1.0
Luis Mejia,0.7
Cesar Samudio,0.35
Edgardo Farina,1.5
Andres Andrade,1.5
Fidel Escobar,1.2
Jose Cordoba,3.5
Amir Murillo,4.0
Jorge Gutierrez,0.5
Eric Davis,0.45
Anibal Godoy,0.5
Adalberto Carrasquilla,7.0
Cristian Martinez,0.7
Carlos Harvey,0.45
Ismael Diaz,4.0
Yoel Barcenas,0.7
Freddy Gondola,0.4
Jose Luis Rodriguez,2.5
Tomas Rodriguez,1.0
Jose Fajardo,1.2
Cecilio Waterman,0.35
Eduardo Guerrero,2.5
