player_name,market_value_eur_millions
Nikola Vasilj,4.5
Martin Zlomislic,2.0
Osman Hadzikic,0.4
Tarik Muharemovic,20.0
Sead Kolasinac,6.0
Stjepan Radeljic,2.8
Nikola Katic,1.8
Nihad Mujakic,1.2
Nidal Celik,1.0
Amar Dedic,15.0
Amir Hadziahmetovic,4.2
Ivan Sunjic,1.8
Dzenis Burnic,1.2
Benjamin Tahirovic,4.5
Armin Gigovic,2.5
Ivan Basic,1.2
Amar Memic,4.5
Kerim Alajbegovic,15.0
Esmir Bajraktarevic,5.0
Ermedin Demirovic,22.0
Haris Tabakovic,3.0
Samed Bazdar,1.5
Edin Dzeko,1.5
Jovo Lukic,0.9
