player_name,market_value_eur_millions
Eloy Room,0.6
Tyrick Bodak,0.2
Joshua Smits,0.25
Cuco Martina,0.15
Sherel Floranus,0.4
Jurien Gaari,0.45
Djevencio van der Kust,0.5
Nathan Holder,0.2
Leandro Bacuna,0.8
Roshon van Eijma,0.3
Jearl Margaritha,0.9
Juninho Bacuna,3.0
Kenji Gorre,1.2
Gervane Kastaneer,0.7
Anthony van den Hurk,0.6
Jeremy Antonisse,0.5
Rangelo Janga,0.45
