player_name,market_value_eur_millions
Yazeed Abulaila,0.3
Abdallah Al-Fakhouri,0.2
Mohammad Abu Laila,0.15
Yazan Al-Arab,0.6
Abdallah Nasib,0.45
Salem Al-Ajalin,0.25
Mohannad Abu Taha,0.3
Ehsan Haddad,0.35
Nizar Al-Rashdan,0.45
Noor Al-Rawabdeh,0.7
Amer Jamous,0.25
Ali Olwan,1.2
Mousa Al-Tamari,6.0
Mahmoud Al-Mardi,0.55
Yazan Al-Naimat,1.8
Hamza Al-Dardour,0.15
