player_name,market_value_eur_millions
Max Crocombe,0.25
Alex Paulsen,3.0
Michael Woud,0.45
Liberato Cacace,4.5
Tommy Smith,0.4
Finn Surman,1.5
Tyler Bindon,5.0
Bill Tuiloma,0.4
Tim Payne,0.5
Elijah Just,0.8
Marko Stamenic,2.5
Joe Bell,2.8
Alex Rufer,0.7
Moses Dyer,0.7
Sarpreet Singh,0.8
Ben Waine,0.7
Chris Wood,6.0
Kosta Barbarouses,0.3
