player_name,market_value_eur_millions
Mathew Ryan,0.8
Paul Izzo,0.45
Joe Gauci,2.0
Harry Souttar,9.0
Cameron Burgess,2.5
Alessandro Circati,8.0
Kye Rowles,1.5
Kai Trewin,1.0
Aziz Behich,0.25
Jordan Bos,4.5
Nathaniel Atkinson,1.5
Milos Degenek,0.4
Jackson Irvine,3.0
Aiden ONeill,2.5
Keanu Baccus,0.8
Connor Metcalfe,4.0
Massimo Luongo,0.25
Riley McGree,3.5
Ajdin Hrustic,2.0
Craig Goodwin,1.2
Martin Boyle,1.8
Kusini Yengi,1.0
Brandon Borrello,1.0
Mitch Duke,0.7
