player_name,market_value_eur_millions
Oufa Shobeir,1.2
Mohamed Alaa,0.8
Mohamed El Shenawy,0.6
El Mahdi Soliman,0.15
Mohamed Abdelmonem,3.0
Hossam Abdelmaguid,1.8
Ramy Rabia,0.7
Khaled Sobhi,0.45
Yasser Ibrahim,0.35
Ahmed Fatouh,0.8
Mohamed Hany,1.5
Tarek Alaa,0.15
Marwan Ateya,4.0
Mohanad Lasheen,2.5
Hamdy Fathy,2.0
Ahmed Kouka,1.2
Emam Ashour,4.5
Mahmoud Saber,1.2
Trezeguet,4.5
Ibrahim Adel,3.2
Islam Issa,0.6
Haissem Hassan,4.0
Zizo,4.0
Omar Marmoush,60.0
Mostafa Mohamed,4.0
Nasser Mansy,0.8
